"price" "yrbuilt" "stories" "tla" "wall" "beds" "baths" "frontage" "garage" "rooms" "lotsize" "longitude" "latitude"
25000 1927 "one" 83 "Horizontal or vertical wood siding or shakes" 2 1 9 "detached" 5 334 -83.590055 41.620244
85000 1945 "one+half" 152 "Concrete block or tile" 3 1 19 "detached" 6 557 -83.488145 41.620245
57000 1927 "two" 99 "Horizontal or vertical wood siding or shakes" 4 1 12 "detached" 7 372 -83.591659 41.620248
55000 1957 "one" 71 "Horizontal or vertical wood siding or shakes" 2 1 12 "detached" 4 372 -83.591075 41.620251
44000 1877 "one" 95 "Horizontal or vertical wood siding or shakes" 2 1 22 "detached" 5 706 -83.519005 41.620258
38980 1902 "two" 133 "Aluminum, vinyl, or steel siding" 3 1 11 "detached" 6 390 -83.52448 41.620261
67500 1959 "one" 81 "Aluminum, vinyl, or steel siding" 3 1 12 "detached" 5 446 -83.499054 41.620275
36000 1955 "one" 80 "Horizontal or vertical wood siding or shakes" 2 1 11 "detached" 4 390 -83.522825 41.620288
56000 1957 "one" 90 "Full brick exterior" 2 1 24 "attached" 4 985 -83.519835 41.62029
39000 1922 "one" 94 "Horizontal or vertical wood siding or shakes" 2 1 14 "detached" 5 474 -83.589574 41.620299
87935 1996 "one" 126 "Aluminum, vinyl, or steel siding" 3 2 18 "attached" 5 644 -83.651544 41.6203
44700 1963 "one" 89 "Full brick exterior" 2 1 10 "detached" 5 372 -83.522168 41.620302
132000 1987 "one+half" 175 "Full brick exterior" 3 2 21 "attached" 7 910 -83.672846 41.620303
104085 1996 "one" 159 "Aluminum, vinyl, or steel siding" 3 2 13 "attached" 5 1119 -83.650372 41.62032
118500 1985 "two" 155 "half or less brick exterior" 3 2 21 "attached" 7 845 -83.673463 41.620323
59000 1952 "one" 115 "Horizontal or vertical wood siding or shakes" 2 1 11 "detached" 5 390 -83.587778 41.620327
94930 1996 "one" 156 "Aluminum, vinyl, or steel siding" 3 2 15 "attached" 5 821 -83.652621 41.620343
74000 1979 "one+half" 159 "Full brick exterior" 3 1 15 "no garage" 6 557 -83.648065 41.620344
49000 1928 "one" 113 "Horizontal or vertical wood siding or shakes" 3 1 18 "detached" 6 669 -83.710442 41.620349
69500 1997 "two" 318 "half or less brick exterior" 4 2 30 "attached" 8 1486 -83.742599 41.620352
30000 1942 "one" 62 "Horizontal or vertical wood siding or shakes" 2 1 12 "detached" 4 372 -83.591659 41.620356
81000 1921 "one" 102 "Stone exterior" 3 1 18 "detached" 5 669 -83.711478 41.620358
73500 1955 "one" 100 "Horizontal or vertical wood siding or shakes" 3 1 19 "attached" 6 697 -83.712037 41.620362
124500 1993 "one" 174 "Aluminum, vinyl, or steel siding" 3 2 24 "attached" 5 1486 -83.669917 41.620364
67500 1927 "two" 110 "Horizontal or vertical wood siding or shakes" 3 1 15 "detached" 6 502 -83.487318 41.620379
41000 1955 "one" 80 "Aluminum, vinyl, or steel siding" 2 1 11 "detached" 4 390 -83.522828 41.620384
51000 1979 "one" 122 "Horizontal or vertical wood siding or shakes" 3 1 15 "no garage" 5 557 -83.64789 41.620387
46500 1951 "one" 72 "Horizontal or vertical wood siding or shakes" 2 1 16 "detached" 4 585 -83.523326 41.6204
78900 1980 "bilevel" 143 "Aluminum, vinyl, or steel siding" 3 1 15 "attached" 7 557 -83.64992 41.620405
35000 1924 "two" 90 "Horizontal or vertical wood siding or shakes" 2 1 11 "detached" 5 353 -83.51901 41.620406
75000 1929 "one" 156 "Full brick exterior" 2 1 20 "detached" 5 892 -83.369877 41.620415
65000 1907 "one+half" 80 "Horizontal or vertical wood siding or shakes" 2 0 43 "detached" 4 3930 -83.760925 41.62042
45500 1929 "two" 102 "half or less brick exterior" 3 1 12 "detached" 6 474 -83.521 41.620422
37900 1917 "one+half" 115 "Horizontal or vertical wood siding or shakes" 3 1 12 "no garage" 6 307 -83.578766 41.62046
145500 1986 "two" 190 "half or less brick exterior" 4 2 21 "attached" 8 910 -83.672993 41.620468
38800 1940 "one" 77 "Horizontal or vertical wood siding or shakes" 2 1 12 "detached" 5 372 -83.591073 41.62047
80000 1929 "two" 131 "Horizontal or vertical wood siding or shakes" 3 1 14 "detached" 6 567 -83.488024 41.620472
128000 1985 "two" 142 "half or less brick exterior" 3 2 26 "attached" 7 883 -83.673623 41.620481
54900 1917 "one" 74 "Horizontal or vertical wood siding or shakes" 2 1 9 "detached" 5 316 -83.589572 41.620485
43500 1917 "one+half" 133 "Horizontal or vertical wood siding or shakes" 3 1 12 "detached" 6 427 -83.577875 41.620495
22140 1925 "one" 65 "Horizontal or vertical wood siding or shakes" 2 1 11 "no garage" 4 334 -83.518416 41.620511
52000 1929 "one+half" 77 "Horizontal or vertical wood siding or shakes" 2 1 11 "detached" 5 390 -83.58844 41.620513
63800 1923 "one" 107 "Horizontal or vertical wood siding or shakes" 2 1 11 "detached" 5 390 -83.588931 41.620514
49000 1997 "two" 241 "half or less brick exterior" 4 2 16 "attached" 8 1430 -83.743749 41.620518
42500 1929 "one" 92 "Horizontal or vertical wood siding or shakes" 2 1 24 "attached" 4 743 -83.591657 41.620521
126000 1996 "one" 139 "half or less brick exterior" 3 1 41 "attached" 6 1207 -83.669079 41.620522
65000 1981 "bilevel" 166 "Aluminum, vinyl, or steel siding" 4 2 15 "no garage" 7 557 -83.650015 41.620523
46275 1926 "two" 123 "Horizontal or vertical wood siding or shakes" 3 1 12 "detached" 6 474 -83.521003 41.620531
62000 1927 "one+half" 96 "Aluminum, vinyl, or steel siding" 2 1 12 "detached" 5 474 -83.520535 41.620539
87955 1996 "one" 145 "Aluminum, vinyl, or steel siding" 3 2 15 "attached" 5 836 -83.652586 41.620544
82130 1996 "one" 126 "Aluminum, vinyl, or steel siding" 3 2 13 "attached" 5 831 -83.650492 41.620559
31900 1917 "one+half" 116 "Aluminum, vinyl, or steel siding" 3 1 12 "detached" 6 344 -83.578444 41.62057
36500 1920 "one+half" 123 "Horizontal or vertical wood siding or shakes" 3 1 11 "detached" 6 390 -83.522834 41.620577
95000 1952 "one" 140 "Horizontal or vertical wood siding or shakes" 3 1 5 "basement" 6 3437 -83.713859 41.620579
49000 1957 "one" 76 "Full brick exterior" 2 1 12 "detached" 4 372 -83.591072 41.62058
151300 1992 "one" 149 "half or less brick exterior" 3 2 24 "attached" 6 1486 -83.669916 41.620588
68000 1984 "one" 99 "half or less brick exterior" 3 1 15 "attached" 5 557 -83.648468 41.620595
39900 1917 "two" 132 "Aluminum, vinyl, or steel siding" 3 1 12 "detached" 6 279 -83.577949 41.620604
82000 1967 "one+half" 123 "half or less brick exterior" 3 2 15 "detached" 6 604 -83.491399 41.620616
36000 1922 "one" 74 "Aluminum, vinyl, or steel siding" 2 1 18 "no garage" 5 753 -83.708984 41.620625
23000 1895 "one" 89 "Horizontal or vertical wood siding or shakes" 2 1 30 "detached" 5 8621 -83.506689 41.620626
137750 1986 "one" 176 "half or less brick exterior" 3 2 21 "attached" 7 910 -83.673137 41.620629
116000 1986 "one" 150 "half or less brick exterior" 3 2 27 "attached" 6 1143 -83.672263 41.620635
43500 1927 "two" 94 "Horizontal or vertical wood siding or shakes" 2 1 12 "detached" 5 474 -83.521005 41.620641
20000 1897 "one+half" 162 "Horizontal or vertical wood siding or shakes" 3 1 11 "detached" 6 390 -83.524492 41.620645
128000 1986 "two" 165 "half or less brick exterior" 3 2 20 "attached" 6 2276 -83.674734 41.620646
92640 1996 "one+half" 126 "Aluminum, vinyl, or steel siding" 3 2 17 "attached" 5 730 -83.651031 41.620647
53000 1929 "one" 74 "Horizontal or vertical wood siding or shakes" 2 1 9 "detached" 4 334 -83.590052 41.620649
45000 1942 "one" 90 "Horizontal or vertical wood siding or shakes" 2 1 18 "carport" 4 790 -83.627285 41.620661
38900 1918 "one+half" 115 "Horizontal or vertical wood siding or shakes" 3 1 12 "no garage" 6 251 -83.578421 41.620665
112900 1985 "one" 134 "half or less brick exterior" 3 2 29 "attached" 6 845 -83.673763 41.620668
37000 1904 "two" 110 "Aluminum, vinyl, or steel siding" 3 1 11 "detached" 6 390 -83.522837 41.620673
39600 1997 "two" 209 "Aluminum, vinyl, or steel siding" 4 2 46 "attached" 8 19627 -83.458722 41.620676
71800 1925 "one" 95 "Horizontal or vertical wood siding or shakes" 2 1 18 "detached" 4 669 -83.710241 41.620681
82500 1950 "two" 132 "half or less brick exterior" 3 1 18 "detached" 5 669 -83.710842 41.620687
40000 1958 "one" 86 "half or less brick exterior" 2 1 12 "detached" 5 372 -83.591071 41.620688
53000 1925 "two" 104 "Horizontal or vertical wood siding or shakes" 3 1 12 "detached" 6 409 -83.590689 41.62069
82500 1948 "two" 111 "half or less brick exterior" 3 1 14 "detached" 6 567 -83.4879 41.620691
42500 1928 "one" 68 "Horizontal or vertical wood siding or shakes" 2 1 11 "detached" 5 390 -83.588927 41.620702
45000 1940 "one" 77 "Horizontal or vertical wood siding or shakes" 2 1 11 "detached" 5 390 -83.517422 41.620709
54000 1952 "one" 102 "Horizontal or vertical wood siding or shakes" 2 1 21 "detached" 4 780 -83.523336 41.620712
58400 1936 "one" 136 "Aluminum, vinyl, or steel siding" 3 1 11 "detached" 7 409 -83.516972 41.620717
105000 1962 "one" 118 "Full brick exterior" 2 1 37 "detached" 5 1115 -83.705836 41.620727
66000 1961 "one" 124 "Full brick exterior" 3 2 37 "attached" 6 1115 -83.707576 41.620737
75500 1979 "two" 117 "half or less brick exterior" 3 1 15 "attached" 7 557 -83.650204 41.620758
93315 1995 "one" 151 "Horizontal or vertical wood siding or shakes" 3 2 13 "attached" 6 1357 -83.650732 41.62076
42000 1958 "one" 114 "Horizontal or vertical wood siding or shakes" 3 1 28 "no garage" 5 9862 -83.776361 41.620764
58500 1965 "one" 90 "Full brick exterior" 3 1 12 "detached" 5 390 -83.497461 41.62077
29000 1902 "two" 142 "Aluminum, vinyl, or steel siding" 4 1 12 "no garage" 7 613 -83.576719 41.620791
93900 1991 "two" 101 "Horizontal or vertical wood siding or shakes" 3 1 26 "no garage" 5 1141 -83.713326 41.620797
63500 1955 "one+half" 126 "Horizontal or vertical wood siding or shakes" 3 1 21 "attached" 6 650 -83.536912 41.6208
81000 1979 "two" 153 "half or less brick exterior" 3 1 17 "attached" 7 613 -83.647594 41.62081
33490 1902 "one+half" 106 "Horizontal or vertical wood siding or shakes" 3 1 7 "detached" 6 251 -83.577447 41.620814
60000 1941 "one" 85 "Aluminum, vinyl, or steel siding" 2 1 18 "detached" 5 790 -83.627287 41.620826
58000 1981 "one" 125 "Aluminum, vinyl, or steel siding" 3 1 15 "no garage" 5 818 -83.646621 41.620828
25000 1897 "two" 113 "Aluminum, vinyl, or steel siding" 3 1 9 "no garage" 5 316 -83.52334 41.620846
148000 1996 "two" 177 "half or less brick exterior" 3 2 23 "attached" 7 1821 -83.678927 41.620849
24000 1901 "two" 178 "Horizontal or vertical wood siding or shakes" 4 2 12 "no garage" 8 530 -83.576588 41.62085
40000 1920 "one" 62 "Horizontal or vertical wood siding or shakes" 2 1 11 "detached" 5 325 -83.536545 41.620851
15000 1905 "one+half" 123 "Horizontal or vertical wood siding or shakes" 4 1 11 "detached" 7 390 -83.525155 41.620857
90000 1949 "one" 66 "Horizontal or vertical wood siding or shakes" 2 1 15 "detached" 4 520 -83.489245 41.62086
100000 1929 "two" 162 "Aluminum, vinyl, or steel siding" 4 1 24 "carport" 7 1551 -83.490142 41.620861
59000 1930 "two" 104 "Horizontal or vertical wood siding or shakes" 3 1 9 "detached" 6 334 -83.522185 41.620862
62000 1925 "two" 110 "Aluminum, vinyl, or steel siding" 3 1 12 "detached" 6 446 -83.521684 41.620863
35000 1997 "one" 212 "half or less brick exterior" 4 2 53 "attached" 7 23735 -83.446964 41.620874
49500 1951 "one" 69 "Aluminum, vinyl, or steel siding" 2 1 11 "detached" 4 390 -83.517428 41.620906
47700 1953 "one" 77 "Full brick exterior" 2 1 12 "no garage" 4 372 -83.591071 41.620908
24000 1909 "one" 88 "Aluminum, vinyl, or steel siding" 2 1 12 "detached" 5 437 -83.576458 41.620909
52500 1922 "two" 114 "Horizontal or vertical wood siding or shakes" 3 1 12 "detached" 6 409 -83.590688 41.62091
135000 1957 "one" 153 "Full brick exterior" 3 1 30 "attached" 6 13016 -83.444678 41.620912
33000 1922 "one" 81 "Aluminum, vinyl, or steel siding" 2 1 11 "no garage" 5 390 -83.5245 41.62092
26900 1897 "one+half" 118 "Horizontal or vertical wood siding or shakes" 2 1 11 "detached" 5 390 -83.524003 41.620927
29900 1920 "one+half" 111 "Aluminum, vinyl, or steel siding" 4 1 11 "no garage" 8 390 -83.537499 41.620937
23500 1887 "one+half" 118 "Aluminum, vinyl, or steel siding" 4 1 10 "no garage" 7 372 -83.522845 41.620952
72000 1953 "one" 80 "Aluminum, vinyl, or steel siding" 2 1 16 "detached" 5 641 -83.486348 41.620954
136500 1988 "one+half" 196 "half or less brick exterior" 4 2 20 "attached" 7 948 -83.675164 41.620955
140000 1989 "one" 153 "half or less brick exterior" 3 2 27 "attached" 6 1152 -83.674353 41.620959
159900 1987 "one+half" 194 "Full brick exterior" 3 2 21 "attached" 7 920 -83.674897 41.620962
49500 1941 "one" 106 "Aluminum, vinyl, or steel siding" 3 1 12 "detached" 5 520 -83.628048 41.620963
26000 1906 "two" 151 "Horizontal or vertical wood siding or shakes" 4 1 12 "detached" 7 353 -83.576328 41.620969
60000 1925 "two" 123 "Aluminum, vinyl, or steel siding" 3 1 12 "detached" 6 446 -83.521687 41.620973
51500 1912 "one+half" 128 "Horizontal or vertical wood siding or shakes" 3 1 9 "no garage" 6 372 -83.578461 41.62098
49900 1942 "one" 70 "Full brick exterior" 2 1 18 "attached" 4 790 -83.627288 41.620986
129000 1983 "two" 187 "half or less brick exterior" 3 2 35 "attached" 6 1301 -83.672573 41.620989
34500 1925 "one" 65 "Horizontal or vertical wood siding or shakes" 2 1 11 "detached" 5 334 -83.518431 41.620991
82500 1951 "one" 110 "Horizontal or vertical wood siding or shakes" 3 1 12 "detached" 5 483 -83.491997 41.620999
56000 1956 "one" 89 "Horizontal or vertical wood siding or shakes" 3 1 11 "detached" 5 362 -83.585318 41.621015
46500 1950 "two" 111 "Horizontal or vertical wood siding or shakes" 3 1 12 "detached" 6 372 -83.591069 41.621021
74500 1931 "two" 126 "Aluminum, vinyl, or steel siding" 3 1 27 "no garage" 7 1133 -83.665377 41.621027
154000 1990 "one" 162 "half or less brick exterior" 3 2 17 "attached" 5 2019 -83.671293 41.621029
52500 1916 "one+half" 113 "Horizontal or vertical wood siding or shakes" 3 1 11 "no garage" 7 390 -83.523346 41.621034
146900 1995 "one+half" 173 "half or less brick exterior" 3 2 22 "attached" 6 1144 -83.67792 41.621049
26000 1922 "one+half" 96 "Horizontal or vertical wood siding or shakes" 2 1 11 "no garage" 5 390 -83.52219 41.621054
162500 1996 "one" 149 "half or less brick exterior" 3 2 23 "attached" 5 1811 -83.67893 41.621057
83500 1951 "one" 110 "Horizontal or vertical wood siding or shakes" 2 1 12 "detached" 4 483 -83.492108 41.62107
92000 1980 "two" 151 "half or less brick exterior" 4 2 15 "attached" 7 557 -83.64684 41.621076
75750 1948 "one" 92 "Horizontal or vertical wood siding or shakes" 2 1 15 "detached" 5 632 -83.48972 41.621082
31500 1915 "one+half" 104 "Aluminum, vinyl, or steel siding" 3 1 9 "no garage" 6 269 -83.578446 41.621085
69900 1941 "one" 99 "Horizontal or vertical wood siding or shakes" 2 1 15 "detached" 5 697 -83.489157 41.621089
60000 1925 "one+half" 154 "Horizontal or vertical wood siding or shakes" 4 3 11 "detached" 7 409 -83.516985 41.621105
17000 1917 "one+half" 162 "Horizontal or vertical wood siding or shakes" 4 1 11 "no garage" 8 390 -83.524507 41.621111
69000 1925 "two" 112 "Horizontal or vertical wood siding or shakes" 3 1 12 "detached" 6 372 -83.591069 41.62113
81000 1951 "one" 176 "Horizontal or vertical wood siding or shakes" 4 1 18 "detached" 7 669 -83.709607 41.621132
34500 1902 "one" 144 "Horizontal or vertical wood siding or shakes" 2 1 12 "attached" 6 483 -83.575378 41.621136
78000 1979 "one" 121 "half or less brick exterior" 3 1 20 "attached" 6 845 -83.649826 41.621139
30000 1917 "one" 72 "Horizontal or vertical wood siding or shakes" 1 1 27 "detached" 3 966 -83.589565 41.621141
14000 1897 "one+half" 90 "Horizontal or vertical wood siding or shakes" 3 1 22 "no garage" 6 130 -83.57595 41.621142
83000 1980 "two" 118 "Horizontal or vertical wood siding or shakes" 3 1 49 "attached" 5 19788 -83.819635 41.621148
60000 1953 "one" 90 "Full brick exterior" 2 1 18 "detached" 5 669 -83.711284 41.621149
40000 1925 "one" 77 "Horizontal or vertical wood siding or shakes" 2 1 9 "detached" 4 334 -83.590049 41.621151
70600 1979 "bilevel" 148 "half or less brick exterior" 3 1 15 "attached" 7 557 -83.6483 41.621155
92000 1950 "one" 131 "Full brick exterior" 3 1 21 "attached" 5 938 -83.488228 41.621166
69500 1997 "two" 287 "half or less brick exterior" 4 2 30 "attached" 8 1485 -83.742603 41.621176
65000 1980 "two" 132 "Aluminum, vinyl, or steel siding" 3 1 16 "attached" 6 576 -83.649588 41.621189
124500 1989 "two" 180 "half or less brick exterior" 4 2 25 "attached" 8 1111 -83.672145 41.621198
49500 1953 "one" 151 "Full brick exterior" 4 1 18 "detached" 8 697 -83.51699 41.621236
87000 1982 "one" 125 "Aluminum, vinyl, or steel siding" 3 1 15 "detached" 6 715 -83.650601 41.621239
62500 1953 "one" 80 "Horizontal or vertical wood siding or shakes" 3 1 16 "detached" 5 641 -83.486358 41.62124
158900 1996 "one" 172 "half or less brick exterior" 3 2 21 "attached" 7 1078 -83.677966 41.621241
27500 1897 "one" 131 "Horizontal or vertical wood siding or shakes" 4 1 12 "no garage" 7 307 -83.575113 41.621247
70000 1952 "one" 175 "Full brick exterior" 3 1 25 "detached" 6 771 -83.49084 41.621256
59900 1959 "one" 109 "Full brick exterior" 2 1 28 "attached" 5 864 -83.518006 41.621265
48500 1962 "one" 91 "Full brick exterior" 2 1 16 "attached" 5 539 -83.584747 41.621281
185100 1972 "one" 234 "Full brick exterior" 3 2 41 "attached" 6 19863 -83.417839 41.621328
69300 1927 "two" 102 "Horizontal or vertical wood siding or shakes" 3 1 13 "detached" 6 474 -83.499081 41.621333
26000 1917 "one+half" 113 "Horizontal or vertical wood siding or shakes" 3 1 9 "no garage" 6 232 -83.57877 41.621335
44000 1924 "one" 98 "half or less brick exterior" 3 1 18 "detached" 7 344 -83.518964 41.621336
32500 1955 "one" 87 "Full brick exterior" 2 2 12 "detached" 4 409 -83.590685 41.621349
58900 1954 "one" 98 "Horizontal or vertical wood siding or shakes" 2 1 15 "carport" 4 632 -83.666094 41.621351
47000 1962 "one" 119 "Full brick exterior" 3 1 16 "attached" 6 539 -83.584584 41.621357
65500 1979 "one" 124 "Aluminum, vinyl, or steel siding" 3 1 15 "attached" 6 557 -83.648886 41.621359
54500 1955 "one" 98 "Full brick exterior" 2 1 14 "detached" 4 530 -83.516994 41.621377
20000 1902 "one+half" 126 "Horizontal or vertical wood siding or shakes" 4 1 9 "detached" 7 353 -83.577065 41.621378
50000 1917 "two" 112 "Aluminum, vinyl, or steel siding" 3 1 11 "detached" 7 390 -83.587766 41.621383
141900 1989 "two" 180 "half or less brick exterior" 4 2 23 "attached" 8 903 -83.672288 41.621384
80000 1994 "bilevel" 158 "half or less brick exterior" 3 2 15 "attached" 6 557 -83.648712 41.621402
80000 1954 "one" 88 "Full brick exterior" 2 1 14 "detached" 4 613 -83.486871 41.621404
53000 1928 "one" 90 "Aluminum, vinyl, or steel siding" 2 1 11 "detached" 5 334 -83.586203 41.621408
27500 1892 "one+half" 107 "Horizontal or vertical wood siding or shakes" 2 1 11 "detached" 5 390 -83.523358 41.621418
149900 1995 "two" 164 "half or less brick exterior" 3 2 21 "attached" 5 1066 -83.678025 41.62143
68500 1956 "one" 146 "half or less brick exterior" 2 1 40 "attached" 5 2025 -83.368507 41.621433
48510 1952 "one" 86 "half or less brick exterior" 2 1 12 "detached" 4 372 -83.591647 41.621447
116900 1991 "one" 129 "half or less brick exterior" 3 2 24 "attached" 5 1486 -83.669916 41.621468
36500 1910 "one+half" 148 "Aluminum, vinyl, or steel siding" 4 1 9 "detached" 7 372 -83.576593 41.621471
13000 1907 "two" 85 "Horizontal or vertical wood siding or shakes" 4 1 8 "no garage" 7 269 -83.525442 41.621479
65000 1954 "one" 110 "Horizontal or vertical wood siding or shakes" 2 1 12 "detached" 5 483 -83.486363 41.621481
57500 1955 "one" 68 "Aluminum, vinyl, or steel siding" 2 1 21 "attached" 4 910 -83.709349 41.621482
44000 1955 "one" 45 "Horizontal or vertical wood siding or shakes" 1 1 18 "detached" 3 780 -83.709587 41.621483
70349 1979 "two" 155 "half or less brick exterior" 3 1 15 "attached" 7 557 -83.648361 41.621486
70000 1948 "one" 144 "Full brick exterior" 4 1 20 "attached" 7 873 -83.710466 41.62149
36000 1911 "one+half" 108 "Aluminum, vinyl, or steel siding" 3 1 9 "detached" 6 372 -83.576487 41.621492
33500 1951 "one" 90 "half or less brick exterior" 2 1 12 "no garage" 5 381 -83.49805 41.621499
48000 1927 "two" 102 "Horizontal or vertical wood siding or shakes" 3 1 11 "detached" 6 390 -83.586614 41.621502
33900 1914 "one+half" 104 "Aluminum, vinyl, or steel siding" 3 1 9 "detached" 6 232 -83.57877 41.621504
142000 1994 "two" 190 "half or less brick exterior" 4 2 27 "attached" 8 1143 -83.674346 41.621512
32000 1892 "one+half" 107 "Horizontal or vertical wood siding or shakes" 3 1 11 "detached" 6 390 -83.523361 41.621515
119000 1988 "two" 167 "Aluminum, vinyl, or steel siding" 4 2 20 "attached" 8 994 -83.673793 41.621516
43000 1915 "one" 66 "Aluminum, vinyl, or steel siding" 2 1 24 "detached" 5 892 -83.521779 41.62152
146000 1992 "two" 229 "half or less brick exterior" 4 2 23 "attached" 8 905 -83.672457 41.621523
147500 1995 "two" 161 "half or less brick exterior" 3 2 20 "attached" 6 1174 -83.677449 41.62153
58000 1927 "two" 121 "Aluminum, vinyl, or steel siding" 3 1 13 "detached" 7 465 -83.520036 41.621549
31000 1919 "two" 112 "Horizontal or vertical wood siding or shakes" 3 1 14 "detached" 6 502 -83.519878 41.621552
142900 1992 "two" 193 "half or less brick exterior" 4 2 23 "attached" 8 1115 -83.675472 41.621556
137000 1990 "two" 183 "half or less brick exterior" 3 2 21 "attached" 7 1067 -83.67149 41.621568
74500 1954 "one" 156 "half or less brick exterior" 3 1 30 "attached" 6 1254 -83.668596 41.621569
101000 1994 "one" 145 "half or less brick exterior" 3 2 21 "attached" 5 743 -83.650125 41.621578
49000 1925 "one+half" 138 "Horizontal or vertical wood siding or shakes" 3 1 10 "detached" 5 362 -83.518451 41.621582
156000 1996 "two" 186 "half or less brick exterior" 3 2 56 "attached" 7 1422 -83.676645 41.621595
28000 1925 "one" 82 "Horizontal or vertical wood siding or shakes" 1 1 12 "detached" 4 390 -83.584962 41.621612
65000 1919 "one+half" 119 "Horizontal or vertical wood siding or shakes" 3 1 46 "detached" 6 14567 -83.630444 41.621619
31500 1912 "one+half" 113 "Horizontal or vertical wood siding or shakes" 3 1 11 "no garage" 6 390 -83.522208 41.621629
47000 1947 "one" 85 "Horizontal or vertical wood siding or shakes" 3 1 12 "no garage" 5 372 -83.497487 41.621633
45500 1918 "two" 107 "Horizontal or vertical wood siding or shakes" 3 1 15 "detached" 6 660 -83.628058 41.621636
41900 1906 "one+half" 131 "Aluminum, vinyl, or steel siding" 3 1 9 "detached" 6 372 -83.575744 41.621637
83900 1955 "one" 110 "Horizontal or vertical wood siding or shakes" 4 1 16 "detached" 6 641 -83.486847 41.621646
61000 1956 "one" 105 "Full brick exterior" 3 1 25 "detached" 5 966 -83.583894 41.621655
76500 1949 "one" 107 "Horizontal or vertical wood siding or shakes" 3 1 12 "detached" 6 502 -83.492385 41.62166
40000 1922 "two" 106 "Aluminum, vinyl, or steel siding" 3 1 15 "detached" 6 325 -83.578431 41.62167
77000 1953 "one" 110 "half or less brick exterior" 2 1 12 "detached" 4 502 -83.491799 41.621674
150900 1996 "two" 170 "half or less brick exterior" 3 2 33 "attached" 6 1395 -83.678169 41.621679
54500 1927 "one" 101 "Horizontal or vertical wood siding or shakes" 2 1 12 "detached" 5 399 -83.585028 41.621703
86100 1995 "bilevel" 158 "half or less brick exterior" 3 1 15 "attached" 6 567 -83.649572 41.621716
86000 1954 "one" 83 "Horizontal or vertical wood siding or shakes" 2 1 15 "detached" 4 743 -83.489995 41.621718
90000 1952 "one" 137 "Aluminum, vinyl, or steel siding" 3 1 15 "detached" 6 706 -83.490197 41.62172
36500 1953 "one" 80 "Full brick exterior" 2 1 16 "detached" 4 622 -83.58373 41.621731
149500 1995 "two" 188 "half or less brick exterior" 4 2 26 "attached" 7 1012 -83.677813 41.621754
67500 1951 "one" 104 "Aluminum, vinyl, or steel siding" 3 1 12 "detached" 6 520 -83.627295 41.621756
155000 1961 "one" 226 "Full brick exterior" 3 2 36 "attached" 6 2703 -83.466002 41.621758
50000 1892 "two" 105 "Horizontal or vertical wood siding or shakes" 4 1 9 "no garage" 7 223 -83.573333 41.621775
25700 1904 "one" 67 "Horizontal or vertical wood siding or shakes" 2 1 9 "detached" 5 381 -83.577169 41.621784
61000 1928 "two" 103 "Aluminum, vinyl, or steel siding" 3 1 12 "detached" 6 478 -83.584619 41.621786
32000 1923 "one" 72 "half or less brick exterior" 2 1 11 "detached" 5 353 -83.585091 41.621791
7700 1907 "one" 101 "Horizontal or vertical wood siding or shakes" 2 1 12 "no garage" 5 492 -83.505797 41.621798
81950 1925 "one" 155 "Horizontal or vertical wood siding or shakes" 4 1 34 "detached" 7 1250 -83.712795 41.621832
55000 1929 "one" 111 "Horizontal or vertical wood siding or shakes" 2 1 11 "detached" 5 390 -83.587759 41.621836
69500 1929 "two" 119 "Aluminum, vinyl, or steel siding" 3 1 16 "detached" 6 492 -83.591061 41.621847
68000 1981 "one" 107 "Aluminum, vinyl, or steel siding" 3 1 15 "attached" 5 595 -83.649053 41.621849
75000 1955 "one" 89 "Full brick exterior" 3 1 20 "attached" 5 734 -83.486258 41.621869
157500 1995 "two" 157 "half or less brick exterior" 4 2 21 "attached" 7 1670 -83.676555 41.621886
49500 1927 "one+half" 132 "Horizontal or vertical wood siding or shakes" 4 1 9 "detached" 7 325 -83.589559 41.621888
22000 1902 "one" 67 "Aluminum, vinyl, or steel siding" 2 1 9 "detached" 5 362 -83.576622 41.62189
41000 1923 "one" 77 "Horizontal or vertical wood siding or shakes" 2 1 11 "no garage" 5 409 -83.583378 41.621894
117500 1991 "one" 136 "half or less brick exterior" 3 2 23 "attached" 6 926 -83.673548 41.621898
175000 1972 "multilvl" 159 "half or less brick exterior" 3 1 51 "attached" 5 19770 -83.754313 41.621901
149750 1990 "two" 198 "half or less brick exterior" 4 2 27 "attached" 7 1254 -83.674346 41.621903
125000 1989 "two" 180 "half or less brick exterior" 4 2 27 "attached" 8 1254 -83.674888 41.621905
117000 1993 "one" 139 "half or less brick exterior" 3 2 23 "attached" 6 957 -83.6738 41.621912
57000 1929 "two" 95 "Horizontal or vertical wood siding or shakes" 3 1 11 "detached" 6 325 -83.591642 41.621916
61000 1950 "one" 120 "Horizontal or vertical wood siding or shakes" 3 1 23 "detached" 5 1022 -83.488035 41.621917
71000 1924 "two" 117 "Horizontal or vertical wood siding or shakes" 3 1 12 "detached" 6 446 -83.498623 41.62192
50000 1924 "two" 121 "Aluminum, vinyl, or steel siding" 3 1 11 "detached" 6 353 -83.59068 41.621921
59900 1947 "one" 85 "Horizontal or vertical wood siding or shakes" 2 1 14 "attached" 4 622 -83.667447 41.621923
74000 1959 "bilevel" 200 "half or less brick exterior" 3 1 12 "attached" 6 390 -83.498951 41.621932
